,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
442,442,'Icaro Xavier,2012-07-31T21:08:25,thiago silva aonde vc viu q vida marte est quase descartada nenhuma revista cientifica tal informa document rios referentes tema cientistas afirmam verdade ultima d cada varias pistas q indicavam gua at vida marte alguns processos qu micos atmosfera marte indicam atividade biol gica claro nao nada certo estudar geologia marte tamb m estudo existe n vida indiretamente,0,0,Nasa mostra como sonda vai pousar em Marte,NASA;;;;;;;;;;;;;;;;;',2012,7,31,Positive
446,446,'Icaro Xavier,2012-07-31T00:59:22,legal talvez maior presente natal humanidade chegue noticias trazidas rob sabe malditos maias ser predisseram ser nova humanidade descobrir n s s universo enfim sonho sonho s tempo vida humanidade descubra nao est sozinha universo queria ver impacto disso n s principalmente religi es ver vez ir adequar esperan est nesse rob,0,0,Nasa mostra como sonda vai pousar em Marte,NASA;;;;;;;;;;;;;;;;;',2012,7,31,Positive
447,447,'Andre Luiz,2012-07-30T12:44:21,to ancioso pra ver sona chegar marte semana vem explorar fundo planeta marciano sabe descobrir vestigios vida passada presente vai ser incr vel dia nasa disser encontramos vida extraterrestre n inteligente s achar largatixa marte j s culo anvan quero ta vivo pra ver dia espero nasa nao demore pra divulgar coisas igual fez oportunity levou anos pra divulgar fotos quero acompanhar tudo ai contagem regressiva,0,0,Nasa mostra como sonda vai pousar em Marte,NASA;;;;;;;;;;;;;;;;;',2012,7,30,Positive
459,459,'Ricardo Martins,2013-09-12T14:37:51,grande salto saponidade,88,7,Foto da Nasa mostra \'sapo intrometido\' em lanÃƒÂ§amento de sonda,NASA;;;;;;;;;;;;;;;;;',2013,12,9,Positive
461,461,'Flufc Combate,2014-01-18T08:29:15,todas teorias evolucionistas caminham encontro verdades esp ritas abra final verdades eternas chico xavier,3,17,Nasa divulga nova imagem da nebulosa de Orion,NASA;;;;;;;;;;;;;;;;;',2014,1,18,Positive
464,464,'Flufc Combate,2014-01-17T08:22:33,deus intelig ncia suprema causa primeira todas coisas universo parte f sica vis vel poderia deixar existir jamais ter existido n mudaria nada ess ncia criador mundo invis vel f sica terra n poder prescindir l gica deus emmanuel chico xavier,13,25,Nasa divulga nova imagem da nebulosa de Orion,NASA;;;;;;;;;;;;;;;;;',2014,1,17,Positive
466,466,'Antonio Silva,2014-01-20T10:37:21,primeiro milhares deuses imaginarios vc afirma ser inteligencia suprema logica desse deus imaginario permitir criaturas inocentes sofram morram cruelmente nesse mundo vc cre ser inteligente imaginario pois nunca tentou usar inteligencia examinar falta evidencias logica dessa afirmacao,6,4,Nasa divulga nova imagem da nebulosa de Orion,NASA;;;;;;;;;;;;;;;;;',2014,1,20,Positive
474,474,'Gustavo Souza,2014-01-06T00:17:56,mantenha dose di ria capim n come ar delirar calor obrigado,3,1,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,6,1,Positive
476,476,'Gustavo Souza,2014-01-06T00:19:39,precisa sol quero mias exploda,1,6,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,6,1,Positive
477,477,'Guilherme Sobral,2014-01-04T14:04:01,tim vivo oi n funcionaram reveion menos claro nunca funciona kkkk,14,3,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
483,483,'Rodeval Brito,2014-01-04T12:01:44,sandro vc genial gostei tirada,0,0,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
487,487,'Fabio Terra,2014-01-04T14:28:43,estudos cient ficos comprovam atividade humana est tr s desses epis dios ecologistas todo mundo est reunidos combaterem pum humano provocou epis dio,1,17,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
489,489,'Vanderlei Comino,2014-01-04T12:43:41,deve ser cora geno sangrando alegria ficar pris domiciliar casa amigo fam lia resumindo pol tico pt,11,9,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
494,494,'Rodeval Brito,2014-01-04T11:56:28,joule gosto explos explodindo ver assando,2,1,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
495,495,'Andre Filipe,2014-01-04T10:44:40,sabia calor havia explica u u,8,5,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
498,498,'Braulio Ribeiro,2014-01-04T09:56:37,globo n melhor referencia assuntos ci ncia tecnologia existem sites especializados,3,0,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
499,499,'Luciano Silva,2014-01-04T09:35:00,deve ser brasileiro explodindo caixa eletr nico,20,2,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
500,500,'Augusto Pedrosa,2014-01-04T08:45:12,ainda est comemorando acesso santa cruz s rie b viva santinha,8,5,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
501,501,'Olide Cardoso,2014-01-04T08:10:56,diretoria gaivotas fiel j anunciou far viagem sol realizar fus duas explos es hahaha,3,4,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Positive
507,507,'Optimus,2015-11-10T14:10:52,toca mundo frente ci ncia portanto s deve ser considerada fato contribui somente pode prover jogue b blia religi fogo pois n devem existir fato n contribuir nada processo evolu modo geral qualquer aspecto contr rio tenta impedir evolu necess ria exist ncia,3,1,Nasa identifica possÃƒÂ­veis \'vulcÃƒÂµes de gelo\' em PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,10,11,Positive
509,509,'Optimus,2015-11-10T14:18:35,evang licos fan ticos dissertando sobre ci ncia atrav s teorias gospel fazendo contribui es in teis rid culas med ocres pat ticas fazendo desservi sociedade pois talvez afim ser adepto tal religi j n estaria afim participar mesma diante exemplo desgra ado desses pois n amparado defende,4,6,Nasa identifica possÃƒÂ­veis \'vulcÃƒÂµes de gelo\' em PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,10,11,Positive
510,510,'Antonio Silva,2015-11-10T08:54:11,eh so ter reportagem sobre ci ncia crentes deus imagin rio aparecem postar costumeira santa ignor ncia b blica,8,5,Nasa identifica possÃƒÂ­veis \'vulcÃƒÂµes de gelo\' em PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,10,11,Positive
514,514,'JosÃƒÂ© Silva,2015-11-10T07:50:48,planeta terra ardendo calor rios secando calotas polares derretendo nasa l preocupada plut humanidade merece sumir imediatamente desse planeta,2,7,Nasa identifica possÃƒÂ­veis \'vulcÃƒÂµes de gelo\' em PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,10,11,Positive
517,517,'Luiz Barbosa,2015-11-09T22:08:51,vulc gelo bem poderia ser bras lia coisa aqui est feia,7,3,Nasa identifica possÃƒÂ­veis \'vulcÃƒÂµes de gelo\' em PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,9,11,Positive
523,523,'Rodrigo Passos,2015-11-05T11:01:30,boa noticia presidente deveria inscrever j ficar l espa,21,4,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,5,11,Positive
524,524,'Isack Moreira,2015-11-06T08:12:02,sonhar ser astronauta s todos agora tornar poucos ainda sendo cidad brasileiro sendo bem dif cil sabe pr xima encarna pegarei fila cidad americano voc,4,0,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,6,11,Positive
526,526,'Dawson Brandao,2015-11-04T20:36:23,crian primeira profiss escolhi imagina f rtil segundo lutador boxe j adulto tornei advogado transitei carreira rea hospedagem guest relations estudando ser comiss rio bordo acho j viajei todas pessoas foto juntas risos,15,6,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,4,11,Positive
531,531,'Eduardo Lima,2015-11-05T08:39:17,posso levar nuvens,7,4,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,5,11,Positive
534,534,'Roberto Souza,2015-11-04T20:49:27,porque r ssia aceita levar americanos pra iss,26,11,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,4,11,Positive
536,536,'Murillo Campos,2015-11-05T00:37:46,n porque inscri es s cidad americanos equipes ser compostas apenas americanos russo treinado capacitado pode compor missao americanos treinamento capacidade pra porque n pode levar pessoa capacitada pra l agora indo espa est hora come ar pensar mundo s,7,4,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,5,11,Positive
537,537,'Iran Silva,2015-11-05T00:12:08,tima not cia h candidatos vaga presidente c mara chefe estado presidente senado molusco tent culos not cia boa nave levar ser fabrica brasileira,14,4,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,5,11,Positive
546,546,'ZÃƒÂ© Ribeiro,2015-11-04T18:06:47,vou enviar inscri anta barbudo sabe nasa aceite envia los marte livrar brasil destas pragas,20,12,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,4,11,Positive
549,549,'Max Rocha,2017-02-08T18:19:55,cadastre agora uber ganhe duas primeiras viagens gr tis valor r reais somente ir aba promo es inserir c digo s wgunt ue ja est valendo uber agora aceita pagamento viagem dinheiro aproveite,3,1,Uber contrata engenheiro da Nasa idealizador de \'carro voador\',NASA;;;;;;;;;;;;;;;;;',2017,8,2,Positive
550,550,'Max Rocha,2017-02-08T18:19:02,cadastre agora uber ganhe duas primeiras viagens gr tis valor r reais somente ir aba promo es inserir c digo s wgunt ue ja est valendo uber agora aceita pagamento viagem dinheiro aproveite,0,0,Uber contrata engenheiro da Nasa idealizador de \'carro voador\',NASA;;;;;;;;;;;;;;;;;',2017,8,2,Positive
557,557,'Alexandre,2016-04-08T11:47:48,or amento nasa bi d lares bem menos roubaram petrobr s atrasados,16,2,Nasa testarÃƒÂ¡ habitat inflÃƒÂ¡vel que poderia ser usado em Marte,NASA;;;;;;;;;;;;;;;;;',2016,8,4,Positive
558,558,'Alexandre,2016-04-08T11:47:14,or amento nasa bi d lares bem menos,1,0,Nasa testarÃƒÂ¡ habitat inflÃƒÂ¡vel que poderia ser usado em Marte,NASA;;;;;;;;;;;;;;;;;',2016,8,4,Positive
560,560,'Michele Junior,2017-04-18T06:30:33,foguete tecnologia ultrapassada cade inteligencia homem engenharia fazer espa onaves ganhar cosmo,24,34,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
562,562,'David Msf,2017-04-18T18:34:55,verdade n usam propulsores anti mat ria motores dobra espacial ah t ser porque n existe ainda,2,1,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
575,575,'David Msf,2017-04-18T18:22:38,pra levar kg n precisava foguete deste tamanho n d,0,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
576,576,'Marcelo Fidallgo,2017-04-18T16:02:01,arrumem t tulo imagina fazer viagem dessas pra levar kg comida ahahaha,4,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
579,579,'Augusto Mello,2017-04-18T11:25:56,erram k botaram virgula certo ponto kkkkkkkkkkkkkkkkkk,2,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
580,580,'Juan Ibarreche,2017-04-18T15:32:41,n trocaram virgula sim letra ser m n k,0,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
587,587,'Renato Filho,2017-04-18T06:53:00,kg v levar caixa bigmac,73,3,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
591,591,'Bruno Fernandes,2017-04-18T03:50:59,vim ler mat ria pq pensei n eh poss vel foguete vai levar s kg afff,187,1,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
594,594,'Augusto Mello,2017-04-18T10:31:57,estagi rios kkkkkkkkkkkkkkk k l dois pacotes macarr lanterna kkkkkkkkkkkkkkkkkk rindo ate parmera ganhar mundial kkkkkkkkkkkkkkk,12,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
605,605,'Romulo Barleta,2017-04-18T08:54:09,kg arroz d lares levar meio pacote at espa bilh d lares,3,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
615,615,'Rafael Santos,2017-04-18T07:51:23,brasil dava pra acreditar levaria s kg alimento crise infla astronauta iria conseguir sustentar direito,18,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Positive
618,618,'Walter Souza,2016-05-19T19:18:56,jiraya pois vi entendi aquecimento global pode at ser parte dessa transi planet ria aquecimento global existe est ai todos verem mudan planeta est sofrendo,1,1,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,19,Positive
622,622,'TadÃƒÂªus Santos,2016-05-16T22:42:10,brasil precisa parar imediatamente queima combust veis f sseis sc rs principal respons vel desequil brio clim tico,6,11,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,16,Positive
623,623,'TadÃƒÂªus Santos,2016-05-17T00:30:33,f rum brasileiro mudan clim ticas fbmc precisa ser urgentemente repensado,12,2,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,17,Positive
625,625,'Kemet,2016-05-17T05:47:50,alienados acredito aquecimento global mentira clima est seco quente m u l s percebe est redor,8,4,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,17,Positive
626,626,'Jiraya,2016-05-17T10:46:53,deixa ser manipulado pesquise fontes informa alternativas,7,2,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,17,Positive
627,627,'Issac Waitmann,2016-05-16T19:43:45,capitalismo n sustenta busca descabida lucro est acabando planeta caminho natural humanidade modelo semelhante socialismo coopera sempre funcionou melhor competi,16,32,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,16,Positive
633,633,'Carlos Matos,2016-05-16T21:45:29,deve ser mulheres est dando cima mim est quentes,5,7,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,16,Positive
637,637,'LuladrÃƒÂ£o Bandilma,2016-05-16T19:19:39,at enfim frio chegou suar mosquitos cheiroso dia noite elegante pinh caf quente pena n pra sempre,11,8,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,16,Positive
657,657,'Falcone Jr,2019-01-10T18:42:43,trump deixou d vida hist rica us trilh es volta obama vai volta vai l,8,11,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Positive
662,662,'Eduardo Tahara,2019-01-10T21:05:53,ok n hubble n importante pode esperar tranquilamente rbita decadente algo parecido urg ncia,4,0,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Positive
664,664,'Marcel,2019-01-10T20:28:25,aonde pol tico existe retrocesso corrup nasa deveria ser institui privada nenhum v nculo governos ali s toda empresa capitalista deveria ser privatizada dia acontecer mundo ser melhor,1,9,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Positive
667,667,'Macir Machado,2019-01-10T19:11:01,impacto profundo vamos desvendar monitorar universo,3,1,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Positive
668,668,'Ayra,2019-01-10T20:11:03,reza forte pastor rsrsrsrs,2,1,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Positive
675,675,'Bra,2019-01-10T18:09:06,trump precisa tratamento n sei aconteceu inf ncia algo aconteceu,20,8,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Positive
676,676,'Paulo Vieira,2019-01-10T19:29:21,mimado demais pais devem ter feito tudo queria agora presidente acha pode berrar espernear vai conseguir,8,2,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Positive
683,683,'Nilson Filho,2019-01-10T18:17:20,bem oportuno estranho enfim qualquer detalhes importante,1,2,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Positive
688,688,'Luciano Gomes,2019-01-10T17:43:10,jonh redoma vidro c u abertura passar m quinas piloto ter baita pontaria,4,6,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Positive
689,689,'Etienes R,2019-02-13T20:56:13,oportunisty deveria morrer tamb m todo prop sito in til conquistar nunca ser conquistado achar nunca ser achado,20,86,Nasa anuncia fim das atividades do robÃƒÂ´ Opportunity em Marte,NASA;;;;;;;;;;;;;;;;;',2019,2,13,Positive
695,695,'Kleuber Gomes,2019-02-14T11:26:14,acredito q ci ncia algo divivno q explora es espaciais realmente interesse muitos pois revelam s ha vizinhos onde viemos m bilh es poderiam ser gastos primeiro descobrir acabar fome polui aquecimento global,10,10,Nasa anuncia fim das atividades do robÃƒÂ´ Opportunity em Marte,NASA;;;;;;;;;;;;;;;;;',2019,2,14,Positive
701,701,'Eugenio Oliveira,2019-02-14T00:37:08,claro feminino porque opportunity oportunidade feminino portugu s ingl s,2,15,Nasa anuncia fim das atividades do robÃƒÂ´ Opportunity em Marte,NASA;;;;;;;;;;;;;;;;;',2019,2,14,Positive
702,702,'Jonatas Ferreira,2019-02-14T09:27:23,g nero n refer ncia sexo n nesse caso g nero aspecto lingu stico exemplo simples usando afirma g nero refer ncia sexo tudo depende substantivo utilizado caso autor usou rob poder amos usar sonda ent opportunity pode usar tanto artigo quanto artigo,12,0,Nasa anuncia fim das atividades do robÃƒÂ´ Opportunity em Marte,NASA;;;;;;;;;;;;;;;;;',2019,2,14,Positive
726,726,'Sergio Simonsen,2019-02-14T04:28:30,famoso engolidor cobras come tanto outro dia consegue sentar,8,0,Nasa anuncia fim das atividades do robÃƒÂ´ Opportunity em Marte,NASA;;;;;;;;;;;;;;;;;',2019,2,14,Positive
735,735,'Silvio Ribeiro,2019-02-13T22:58:41,triste t bom honesto amigo trabalhador,25,4,Nasa anuncia fim das atividades do robÃƒÂ´ Opportunity em Marte,NASA;;;;;;;;;;;;;;;;;',2019,2,13,Positive
