,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
386,386,'Brian Upward,2012-07-07T12:10:38,americanos s l deres planeta extrema compet ncia luta constante democracia liberdade alguns v dizer patrocinaram ditaduras am rica latina anos respondo ditaduras todas evitar mal ainda maior ditaduras comunistas americanos apoiam coisa ruim evitar ainda pior,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
390,390,'Woden Loki,2012-07-07T14:50:44,aline jordana sera menos neur nio cabecinha n contaminado literaturas evang licas mitol gicas maneira fa compreender qu mica exist ncia tudo interessante criacionistas vivem criticando ci ncia deleitando autom veis telefones computadores tantos outros benef cios mundinho medieval,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
395,395,'Felipe Jesus,2012-07-07T12:22:23,quero ver tirar foto et rs,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
396,396,'JosÃƒÂ© Carneiro,2012-07-07T17:06:45,hora humanidade come ar pensar futuro daqui uns anos acredito n s brasileiros estaremos usufruindo padr vida bem elevado pode aplicar pa ses desenvolvidos v gastar ainda popula africana deve estar nesse altura ascen hoje ser terra vai conseguir suprir demanda tantos consumidores acho n evitar acho melhor pessoal especializado tratar descobrir formas explora planetas pr ximos marte sei parece loucura,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
398,398,'JosÃƒÂ© Costa,2012-07-07T15:33:23,caramba causa foto marte pessoal aqui quase chega s vias fato vou ficar bem quietinho sen sobra pr mim pensei leitores jornal globo pouco esclarecidos educados quero crer monte insultos li aqui partido minoria mal educada espero tamb m sr editor coment rio n deletado,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
400,400,'Mauro Rafo,2012-07-07T20:54:24,fala s rio lendo coment rios percebo imbecilidade humana n limites compara es aberrativas total desconhecimento id ias fatos pior toda gente titulo eleitor vota n atoa governo merecemos sa p ssima qualidade educa qualidade duvidosa seguran ent fala improviso lament vel,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
402,402,'Don Corleone,2012-07-07T18:07:53,ci ncias cada dia demonstrando provas conquistas enquanto crentes supersti es contos carochinha n vamos desistir ideias iluministas ainda vencer obscurantismo fanatismo religioso ent livraremos toda ideia retr grada,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
404,404,'Luiz Pinto,2012-07-07T13:14:33,acho interessante alguns aqui ofendem todo mundo xingando pa s lixo dizendo todos aqui s corruptos etc etal vc escreve coment rio s rio censurado bando estagi rios n sabem significado palavra ignor ncia acha ofensa resolve coment rio n pode ser publicado pois n querem publicar n publiquem ok posso fazer cancelar assinatura enviar mail jornal informando assinantes s tratados fiquem site vcs,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
406,406,'Varde,2012-07-07T18:12:05,tudo mentira mentira viajem lua porque nunca voltaram l imagens erram t n tidas mau conseguia assistir sele brasileira,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
409,409,'Realidade,2012-08-07T03:53:59,terminando coment j aconteceu tanta barbaridade neste mundo guerras hitler mortes estupros roubos pastores fazendo fortuna custa pobres ignorantes usando palavra deus etc etc etc deus j n pra ter intervido planeta todas aberra es humilde opni pecador deus outros planos n s outro lugar porque aqui ta pior inferno quest sobreviv ncia devemos explorar outros planetas sim pois planeta finito todas ordens logo n ter suprimentos todos polui guerras doen,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,8,Negative
410,410,'Marcelo Souza,2012-07-07T23:07:33,deveria ter moderadores nesses coment rios g n permitir coment rios ateus religosos fan ticos coment rios idiotas n nada ver assunto estragam ambiente aqui site fica dica,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
414,414,'Alexandre Gagarin,2012-07-11T16:03:23,controle miss eng howard wolowitz n doutorado rs,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,11,7,Negative
415,415,'Jhones Oliveira,2012-07-11T10:59:42,s ra nasa nao divulgou restos fotos fotos s aff,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,11,7,Negative
421,421,'Don Corleone,2012-07-07T19:03:16,falar exist ncias imateriais falar nadas dizer alma anjos deus s imateriais dizer s nadas n existe deus anjos alma n consigo pensar outra maneira mergulhar abismo insond vel sonhos fantasmas satisfa fico suficientemente ocupado coisas existem atormentar coisas podem at existir quais n provas,0,0,Nasa divulga imagem inÃƒÂ©dita com paisagem marciana,NASA;;;;;;;;;;;;;;;;;',2012,7,7,Negative
423,423,'LuÃƒÂ­s,2015-09-28T13:48:11,vez conspiracionistas crist passaram mentirosos pois afirmaram iria cair asteroide terra outro evento grandeza apocal ptica nada ocorreu lixos,42,96,Por que eclipses como o deste domingo preocupam a Nasa,NASA;;;;;;;;;;;;;;;;;',2015,9,28,Negative
436,436,'Israel Reis,2011-10-27T15:00:51,coisa l est msm cat strofica detalhe tail ndia daquelas ilhas q podem desaparecer longo anos constantes inunda es pode acelerar processo,0,0,SatÃƒÂ©lite da Nasa mostra inundaÃƒÂ§ÃƒÂ£o na cidade tailandesa de Ayutthaya,NASA;;;;;;;;;;;;;;;;;',2011,10,27,Negative
438,438,'Claudecir Barella,2012-08-06T17:25:40,estudos sabe acho querem outro planeta pra destruir acabarem terra,0,0,Nasa mostra como sonda vai pousar em Marte,NASA;;;;;;;;;;;;;;;;;',2012,6,8,Negative
440,440,'Icaro Xavier,2012-08-01T13:26:46,curiosity espa onave rob tica complexa cientificamente poderosa j constru explorar superf cie outro planeta custou nasa us bilh es construir lan ada novembro passado miss procurar compostos org nicos sinais passados presentes habitabilidade,0,0,Nasa mostra como sonda vai pousar em Marte,NASA;;;;;;;;;;;;;;;;;',2012,1,8,Negative
448,448,'Maria Toscano,2012-08-28T08:10:11,n retorno acabando pronto planeta febre pr prio tentando salvar sabemos alta temperatura tenta dizimar causando doen ent j viram ir acontecer n,0,0,Nasa inaugura novas tÃƒÂ©cnicas para medir derretimento de gelo polar,NASA;;;;;;;;;;;;;;;;;',2012,8,28,Negative
449,449,'Reinaldo Silva,2012-09-21T08:54:48,ganancia homens nunca t grande acabara planeta tudo nele existe fim mundo fim humanidade vai adiantar tanto dinheiro pra nada reflita gananciosos donos fabricas poluentes,0,0,Nasa inaugura novas tÃƒÂ©cnicas para medir derretimento de gelo polar,NASA;;;;;;;;;;;;;;;;;',2012,9,21,Negative
450,450,'Natasha Cordeiro,2012-08-28T09:44:05,cada dia s vai piorar fato,0,0,Nasa inaugura novas tÃƒÂ©cnicas para medir derretimento de gelo polar,NASA;;;;;;;;;;;;;;;;;',2012,8,28,Negative
457,457,'Aguinaldo GonÃƒÂ§alves,2013-08-16T17:14:42,noticia ci ncia jaja jose verneck vem teoria fim mundo,0,0,Nasa desiste de restabelecer pleno funcionamento do telescÃƒÂ³pio Kepler,NASA;;;;;;;;;;;;;;;;;',2013,8,16,Negative
458,458,'Marcio Ribeiro,2013-08-19T11:03:34,manda pra terra odin quer saber humanos sao t idiotas,1,0,Nasa desiste de restabelecer pleno funcionamento do telescÃƒÂ³pio Kepler,NASA;;;;;;;;;;;;;;;;;',2013,8,19,Negative
462,462,'Antonio Silva,2014-01-20T10:33:37,nunca lido tamanha idiotice antes evolucao atraves selecao natural eh fato pois ha toneladas provas favor nenhuma contra ja espiritismo nao apresenta so prova real eh pura imaginacao alem disso doutrina eh imoral pois afirma outras asneiras q pessoas nascidas reigioes pobres atingidas catastrofes sao espiritos cometeram crimes vida anterior eh preconceituoso ignorante,5,2,Nasa divulga nova imagem da nebulosa de Orion,NASA;;;;;;;;;;;;;;;;;',2014,1,20,Negative
467,467,'Gabriel,2014-11-06T10:44:28,f sica qu mica apenas maneiras explicar cria es deus enquanto religi prefere deixar mist rio explica enquanto ci ncia tenta explica la creditar cria deus opini dois est certos falta ciencia atribuir cria deus falta religi deixar ser ignorante apenas fazer jesus aconselhou fazer,0,0,Nasa divulga nova imagem da nebulosa de Orion,NASA;;;;;;;;;;;;;;;;;',2014,6,11,Negative
469,469,'Me Mike,2014-02-09T14:23:25,pra voc est lendo pra voc acha vida boa dinheiro ajuda bastante saiba coisa ningu m pode fugir ira deus sobre pecado pecadores devemos pedir perd deus pedir salva reino c us lado dinheiro n pode comprar alegria salva dia vou morrer ir morar l paraiso dinheiro n pode vencer morte pode chegar ainda hoje s venceremos deus,4,7,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,9,2,Negative
471,471,'Carlos Leite,2014-01-09T11:03:25,sol est apenas preparando cumprir toda justi divina sobre terra cheia impiedade pecado quarto anjo derramou ta sobre sol dado queimar homens fogo apocalipse,10,14,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,9,1,Negative
473,473,'Anderson Barbosa,2014-01-04T13:13:42,apocalipse jesus voltando vai pegar muita gente desapercebido dia,20,31,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Negative
479,479,'Paulo Guimaraes,2014-01-04T07:41:54,cara dia vi nuvem ceu coisa linda mundo beirada cores arco ris coisas lindas ja vistas,15,2,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Negative
491,491,'Vladimir Filho,2014-01-04T08:19:47,aqui planeta terra existem fornos cremat rios tamb m,3,1,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Negative
497,497,'Ailton Gouveia,2014-01-04T09:00:32,dizer efeitos meteorologicos espaciais evento solar nao pre rs meteorologia s fenomenos atmosf ricos dizer ainda atividades classe m s fracas onde medi es particulas ejetadas vao escala b c m x onde m antecede x alta tambem nao pre rs,26,1,Nasa registra duas explosÃƒÂµes solares na virada do ano,NASA;;;;;;;;;;;;;;;;;',2014,4,1,Negative
504,504,'Deber Ferreira,2015-11-09T22:29:50,estudo ci ncia f sica anos formado engenharia conhe b blia cada dia q passa apaixono pois vejo q ci ncia s comprova q est escrito nela agora perguntou ignorante q conhe ci ncia b blia alguns idiotas q conhecem ci ncia n sabem nada b blia,112,184,Nasa identifica possÃƒÂ­veis \'vulcÃƒÂµes de gelo\' em PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,9,11,Negative
515,515,'Thomaz Ferreira,2015-11-09T23:07:23,religiosos piram v viver crendo algo n existe cria vergonha cara encare morte vamos pra baixo palmo terra vai tela preta b blia n s falamos universo insignificante acordem paz honesto procuro n prejudicar pr ximo incluindo natureza,7,8,Nasa identifica possÃƒÂ­veis \'vulcÃƒÂµes de gelo\' em PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,9,11,Negative
520,520,'Odeio Humanos,2015-11-04T21:49:23,tudo mundo sabe tudo tudo fake russia s un cos verdadeiros,11,17,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,4,11,Negative
533,533,'Elson,2015-11-05T00:57:21,coment rio idiota,30,9,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,5,11,Negative
539,539,'Leandro Domingos,2015-11-04T20:39:32,droga n americano n vista perfeita n piloto avi,11,2,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,4,11,Negative
545,545,'Ado Silva,2015-11-04T18:37:16,sugiro fa amos inscri es membros certo partido partidos miss marte miss volta,8,3,Nasa reabre inscriÃƒÂ§ÃƒÂ£o para candidatos a astronautas apÃƒÂ³s quatro anos,NASA;;;;;;;;;;;;;;;;;',2015,4,11,Negative
551,551,'Victor Cunha,2017-02-06T20:34:21,provavelmente futuro pr ximo companhias mobilidade total entregas drones ciclistas carros bicicletas mini helic pteros motoristas tudo ser propriedade pago usado sob demanda,7,4,Uber contrata engenheiro da Nasa idealizador de \'carro voador\',NASA;;;;;;;;;;;;;;;;;',2017,6,2,Negative
559,559,'Igor Gustavo,2017-04-19T12:14:04,vai ajudar avan rem dios radiol gicos cultivo alimentos aqui baixo saud veis rem dios seguros pena n resultado imediato sim longo prazo brasil longo prazo ainda est fazendo certo,3,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,19,Negative
563,563,'Brunno Raythz,2017-04-18T09:29:17,kilos n pior erro olhem final astronauta americana jack fischer t dormindo editor homem jack fischer considerado prod gio escolhido projeto fim n vou explicar algo algu m voc n consegue diferenciar sexo,37,1,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
565,565,'Elias P,2017-04-18T13:01:04,quilos provis es equipamentos equivale toneladas carga,6,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
566,566,'David Msf,2017-04-18T18:28:12,clap clap clap parab ns sabe dividir direitinho,2,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
567,567,'Vinicius,2017-04-18T14:42:52,algu m explica motivo estarem fazendo experimentos contra c ncer espa,1,2,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
568,568,'Jailton Barbosa,2017-04-18T15:34:07,kg redator n anda prestando aten escrevem cada erro arrepia,8,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
569,569,'David Msf,2017-04-18T18:25:56,algu m explica motivo estarem fazendo experimentos contra c ncer espa u astronauta n fica doente n,0,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
570,570,'Marcio Oiticica,2017-04-18T16:04:03,horas subt tulo continua errado acordem ton,5,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
571,571,'Francisco Queiroz,2017-04-18T16:08:05,erro grosseiro vergonhoso,5,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
572,572,'David Msf,2017-04-18T18:25:10,kilos dava pra atirar catapulta n precisava foguete n d,2,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
581,581,'Danefer Sergio,2017-04-18T14:43:47,gostaria lan ado alguns pa ses cheio miser veis famintos aqui terra,3,3,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
583,583,'Rodrigo,2017-04-18T13:51:15,at onde saiba danix n mata fome,6,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
586,586,'Paulo Caixeiro,2017-04-18T12:22:51,ingl s deve estar escrito kg estagi rios traduziram kkkkk,10,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
589,589,'Carlos Blanco,2017-04-18T11:45:51,israel mg miligramas ficaria vezes errado,3,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
597,597,'Manel,2017-04-18T10:06:15,poderia ter levado comida,5,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
604,604,'Ivan Rocha,2017-04-18T09:11:27,desperd cio viagem kg voces erram hem n dia sequer escapam terceirizem mat rias fica feio,6,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
607,607,'Pedro Pinheiro,2017-04-18T08:30:32,enunciado errado kg logo abaixo consertado kg construir foguete levar espa kg absurdo,19,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
609,609,'Joao Lubas,2017-04-18T08:25:01,kg g puxa g achei n est levando saco arroz v passar fome,5,0,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
610,610,'Jalim Habey,2017-04-18T08:06:59,s kg mantimentos comprados brasil sal rio m nimo daqui coitados astronautas v passar fome kkkkkkk,8,2,Nasa lanÃƒÂ§a foguete nesta terÃƒÂ§a com provisÃƒÂµes para estaÃƒÂ§ÃƒÂ£o espacial,NASA;;;;;;;;;;;;;;;;;',2017,4,18,Negative
616,616,'Walter Souza,2016-05-16T19:43:24,pior tudo ainda gente n acredita aquecimento global fato batendo caras,38,6,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,16,Negative
621,621,'Jiraya,2016-05-18T10:10:57,nao argumentos n mauricio f cil atacar ofender acredito ser humano ainda acesse transi planet ria verdades escondidas saia matrix manipuladora,3,2,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,18,Negative
629,629,'Pedro Junior,2016-05-17T05:49:19,homem s escolha arrepender reconhecer quanto s maus caminhos reconhecer sacrif cio cristo logo afli daqueles dias sol escurecer lua n dar luz estrelas cair c u pot ncias c us ser abaladas mateus,7,6,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,17,Negative
630,630,'Joselio Gomes,2016-05-16T19:23:15,aqui regi centro oeste abril quente seco parecia agosto muita perda lavoura safrinha est influenciando alta pre milho n sei tudo culpa homem sim parcela causas desse calor,44,2,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,16,Negative
632,632,'Ronaldo,2016-05-16T22:07:14,culpado proprio homem vem destruindo natureza pois natureza dia dara resposta nao esguecem gue planeta casa,8,1,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,16,Negative
634,634,'Homem Negativo,2016-05-16T19:22:25,notaram cor vermelha mal mapa galera pt conseguiu poluir v rios lugares ideologia comunista aten nasa queremos cadeia jararaca anta rato favor mandem sat lite pra monitorar nove dedos porque deve estar planejando pr ximo golpe agora,31,14,"Temperaturas globais bateram recorde em abril, mostra mapa da Nasa",NASA;;;;;;;;;;;;;;;;;',2016,5,16,Negative
640,640,'Comentador,2019-01-11T08:28:48,vc est tomando rem dio errado,15,1,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,11,1,Negative
642,642,'Carlos,2019-01-11T07:48:59,n sei burro terraplanista equipe bozo,10,6,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,11,1,Negative
653,653,'Maxwell Theodoro,2019-01-10T20:25:35,sat lite existe olharem imagem terra parece globo todos sabemos plana,16,34,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Negative
654,654,'Avantesma,2019-01-10T20:55:55,claro montagem sat lite ia tirar foto terra fundo acaso est tirando selfie,12,8,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Negative
665,665,'Gabriel Jesus,2019-01-10T17:49:52,tekpix n estragado,39,3,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Negative
669,669,'Ayra,2019-01-10T20:03:19,omg impress terra ali atras aparece curva deus terra planistas v enlouquecer hoje rsrsrsrsrsrsrsrsrsrsrsrrsrsrsrsrsrsrsrsr,5,3,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Negative
671,671,'Globo Manipuladora,2019-01-10T19:48:31,nasa rede globo fake news,5,10,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Negative
673,673,'Ludwig Baviera,2019-01-10T19:29:27,cometas estrelas outros astros planetas outras estrelas n est terra local bes tas,7,1,"CÃƒÂ¢mera principal do telescÃƒÂ³pio Hubble estÃƒÂ¡ quebrada, diz Nasa",NASA;;;;;;;;;;;;;;;;;',2019,10,1,Negative
